release_date,title,character
"December 17, 1974",Avengers Vol 1 133,Anthony Stark (Earth-616)
"December 24, 1974",Iron Man Vol 1 73,Anthony Stark (Earth-616)
"January 14, 1975",Thor Vol 1 234,Anthony Stark (Earth-616)
"January 21, 1975",Avengers Vol 1 134,Anthony Stark (Earth-616)
"February 18, 1975",Avengers Vol 1 135,Anthony Stark (Earth-616)
"February 25, 1975",Iron Man Vol 1 74,Anthony Stark (Earth-616)
"February 25, 1975",Giant-Size Avengers Vol 1 4,Anthony Stark (Earth-616)
"March 25, 1975",Iron Man Vol 1 75,Anthony Stark (Earth-616)
"April 15, 1975",Avengers Vol 1 137,Anthony Stark (Earth-616)
"May 20, 1975",Avengers Vol 1 138,Anthony Stark (Earth-616)
"May 27, 1975",Iron Man Vol 1 77,Anthony Stark (Earth-616)
"June 17, 1975",Avengers Vol 1 139,Anthony Stark (Earth-616)
"June 24, 1975",Iron Man Vol 1 78,Anthony Stark (Earth-616)
"July 22, 1975",Iron Man Vol 1 79,Anthony Stark (Earth-616)
"August 12, 1975",Captain America Vol 1 191,Anthony Stark (Earth-616)
"August 12, 1975",Marvel Two-In-One Vol 1 12,Anthony Stark (Earth-616)
"August 12, 1975",Iron Fist Vol 1 1,Anthony Stark (Earth-616)
"August 19, 1975",Avengers Vol 1 141,Anthony Stark (Earth-616)
"August 26, 1975",Iron Man Vol 1 80,Anthony Stark (Earth-616)
"September 16, 1975",Avengers Vol 1 142,Anthony Stark (Earth-616)
"September 23, 1975",Iron Man Vol 1 81,Anthony Stark (Earth-616)
"October 21, 1975",Avengers Vol 1 143,Anthony Stark (Earth-616)
"October 28, 1975",Iron Man Vol 1 82,Anthony Stark (Earth-616)
"October 7, 1975",Black Goliath Vol 1 1,Anthony Stark (Earth-616)
"November 18, 1975",Avengers Vol 1 144,Anthony Stark (Earth-616)
"November 25, 1975",Iron Man Vol 1 83,Anthony Stark (Earth-616)
"December 16, 1975",Avengers Vol 1 145,Anthony Stark (Earth-616)
"December 23, 1975",Iron Man Vol 1 84,Anthony Stark (Earth-616)
"January 13, 1976",Marvel Spotlight Vol 1 27,Anthony Stark (Earth-616)
"January 20, 1976",Avengers Vol 1 146,Anthony Stark (Earth-616)
"January 27, 1976",Iron Man Vol 1 85,Anthony Stark (Earth-616)
"January 27, 1976",Marvel Team-Up Vol 1 44,Anthony Stark (Earth-616)
"February 17, 1976",Avengers Vol 1 147,Anthony Stark (Earth-616)
"February 24, 1976",Iron Man Vol 1 86,Anthony Stark (Earth-616)
"March 16, 1976",Avengers Vol 1 148,Anthony Stark (Earth-616)
"March 16, 1976",Black Goliath Vol 1 3,Anthony Stark (Earth-616)
"March 23, 1976",Iron Man Vol 1 87,Anthony Stark (Earth-616)
"March 9, 1976",Iron Man Annual Vol 1 3,Anthony Stark (Earth-616)
"April 20, 1976",Avengers Vol 1 149,Anthony Stark (Earth-616)
"April 27, 1976",Iron Man Vol 1 88,Anthony Stark (Earth-616)
"May 18, 1976",Avengers Vol 1 150,Anthony Stark (Earth-616)
"May 18, 1976",Black Goliath Vol 1 4,Anthony Stark (Earth-616)
"May 25, 1976",Iron Man Vol 1 89,Anthony Stark (Earth-616)
"May 25, 1976",Marvel Team-Up Vol 1 48,Anthony Stark (Earth-616)
"June 22, 1976",Iron Man Vol 1 90,Anthony Stark (Earth-616)
"June 15, 1976",Avengers Vol 1 151,Anthony Stark (Earth-616)
"June 22, 1976",Marvel Team-Up Vol 1 49,Anthony Stark (Earth-616)
"August 3, 1976",Thor Annual Vol 1 5,Anthony Stark (Earth-616)
"July 20, 1976",Avengers Vol 1 152,Anthony Stark (Earth-616)
"July 27, 1976",Iron Man Vol 1 91,Anthony Stark (Earth-616)
"July 27, 1976",Marvel Team-Up Vol 1 50,Anthony Stark (Earth-616)
"August 3, 1976",Marvel Two-In-One Vol 1 21,Anthony Stark (Earth-616)
"August 10, 1976",Avengers Annual Vol 1 6,Anthony Stark (Earth-616)
"August 17, 1976",Avengers Vol 1 153,Anthony Stark (Earth-616)
"August 24, 1976",Iron Man Vol 1 92,Anthony Stark (Earth-616)
"August 24, 1976",Marvel Team-Up Vol 1 51,Anthony Stark (Earth-616)
"September 7, 1976",Super-Villain Team-Up Vol 1 9,Anthony Stark (Earth-616)
"September 21, 1976",Avengers Vol 1 154,Anthony Stark (Earth-616)
"September 28, 1976",Iron Man Vol 1 93,Anthony Stark (Earth-616)
"October 19, 1976",Avengers Vol 1 155,Anthony Stark (Earth-616)
"October 26, 1976",Iron Man Vol 1 94,Anthony Stark (Earth-616)
"October 26, 1976",Werewolf by Night Vol 1 42,Anthony Stark (Earth-616)
"November 2, 1976",Marvel Two-In-One Vol 1 24,Anthony Stark (Earth-616)
"November 16, 1976",Avengers Vol 1 156,Anthony Stark (Earth-616)
"November 16, 1976",Defenders Vol 1 44,Anthony Stark (Earth-616)
"November 23, 1976",Iron Man Vol 1 95,Anthony Stark (Earth-616)
"December 14, 1976",Avengers Vol 1 157,Anthony Stark (Earth-616)
"December 21, 1976",Iron Man Vol 1 96,Anthony Stark (Earth-616)
"December 21, 1976",Werewolf by Night Vol 1 43,Anthony Stark (Earth-616)
"January 4, 1977",What If? Vol 1 2,Anthony Stark (Earth-616)
"January 18, 1977",Avengers Vol 1 158,Anthony Stark (Earth-616)
"January 25, 1977",Iron Man Vol 1 97,Anthony Stark (Earth-616)
"February 15, 1977",Avengers Vol 1 159,Anthony Stark (Earth-616)
"February 22, 1977",Captain Marvel Vol 1 50,Anthony Stark (Earth-616)
"February 22, 1977",Iron Man Vol 1 98,Anthony Stark (Earth-616)
"March 15, 1977",Avengers Vol 1 160,Anthony Stark (Earth-616)
"March 22, 1977",Iron Man Vol 1 99,Anthony Stark (Earth-616)
"March 22, 1977",Rampaging Hulk Vol 1 3,Anthony Stark (Earth-616)
"April 19, 1977",Avengers Vol 1 161,Anthony Stark (Earth-616)
"March 22, 1977",What If? Vol 1 3,Anthony Stark (Earth-616)
"April 26, 1977",Captain Marvel Vol 1 51,Anthony Stark (Earth-616)
"April 26, 1977",Iron Man Vol 1 100,Anthony Stark (Earth-616)
"May 10, 1977",Iron Man Annual Vol 1 4,Anthony Stark (Earth-616)
"May 17, 1977",Avengers Vol 1 162,Anthony Stark (Earth-616)
"May 24, 1977",Iron Man Vol 1 101,Anthony Stark (Earth-616)
"May 24, 1977",Rampaging Hulk Vol 1 4,Anthony Stark (Earth-616)
"August 3, 1977",Avengers Annual Vol 1 7,Anthony Stark (Earth-616)
"June 14, 1977",Avengers Vol 1 163,Anthony Stark (Earth-616)
"June 21, 1977",Iron Man Vol 1 102,Anthony Stark (Earth-616)
"June 21, 1977",Marvel Comics Super Special Vol 1 1,Anthony Stark (Earth-616)
"July 5, 1977",Godzilla Vol 1 3,Anthony Stark (Earth-616)
"July 5, 1977",Super-Villain Team-Up Vol 1 14,Anthony Stark (Earth-616)
"July 19, 1977",Avengers Vol 1 164,Anthony Stark (Earth-616)
"July 26, 1977",Iron Man Vol 1 103,Anthony Stark (Earth-616)
"August 10, 1977",Captain America Vol 1 215,Anthony Stark (Earth-616)
"August 17, 1977",Avengers Vol 1 165,Anthony Stark (Earth-616)
"August 24, 1977",Iron Man Vol 1 104,Anthony Stark (Earth-616)
"September 20, 1977",Avengers Vol 1 166,Anthony Stark (Earth-616)
"September 27, 1977",Iron Man Vol 1 105,Anthony Stark (Earth-616)
"September 20, 1977",Marvel Two-In-One Annual Vol 1 2,Anthony Stark (Earth-616)
"October 18, 1977",Avengers Vol 1 167,Anthony Stark (Earth-616)
"October 25, 1977",Iron Man Vol 1 106,Anthony Stark (Earth-616)
"November 8, 1977",Captain America Vol 1 218,Anthony Stark (Earth-616)
"November 15, 1977",Avengers Vol 1 168,Anthony Stark (Earth-616)
"November 22, 1977",Iron Man Vol 1 107,Anthony Stark (Earth-616)
"December 20, 1977",Avengers Vol 1 169,Anthony Stark (Earth-616)
"December 27, 1977",Iron Man Vol 1 108,Anthony Stark (Earth-616)
"December 27, 1977",Captain Marvel Vol 1 55,Anthony Stark (Earth-616)
"January 10, 1978",Thor Vol 1 270,Anthony Stark (Earth-616)
"January 17, 1978",Defenders Vol 1 58,Anthony Stark (Earth-616)
"January 17, 1978",Avengers Vol 1 170,Anthony Stark (Earth-616)
"January 24, 1978",Iron Man Vol 1 109,Anthony Stark (Earth-616)
"February 7, 1978",Captain America Vol 1 221,Anthony Stark (Earth-616)
"February 7, 1978",Thor Vol 1 271,Anthony Stark (Earth-616)
"February 14, 1978",Avengers Vol 1 171,Anthony Stark (Earth-616)
"February 21, 1978",Captain Marvel Vol 1 56,Anthony Stark (Earth-616)
"February 21, 1978",Iron Man Vol 1 110,Anthony Stark (Earth-616)
"March 21, 1978",Avengers Vol 1 172,Anthony Stark (Earth-616)
"March 14, 1978",Doctor Strange Vol 2 29,Anthony Stark (Earth-616)
"March 28, 1978",Iron Man Vol 1 111,Anthony Stark (Earth-616)
"March 28, 1978",What If? Vol 1 9,Anthony Stark (Earth-616)
"April 18, 1978",Avengers Vol 1 173,Anthony Stark (Earth-616)
"April 25, 1978",Iron Man Vol 1 112,Anthony Stark (Earth-616)
"May 9, 1978",Captain America Vol 1 224,Anthony Stark (Earth-616)
"May 16, 1978",Avengers Vol 1 174,Anthony Stark (Earth-616)
"May 23, 1978",Iron Man Vol 1 113,Anthony Stark (Earth-616)
"May 23, 1978",Marvel Team-Up Vol 1 72,Anthony Stark (Earth-616)
"June 27, 1978",Avengers Vol 1 175,Anthony Stark (Earth-616)
"June 27, 1978",Iron Man Vol 1 114,Anthony Stark (Earth-616)
"July 4, 1978",Defenders Vol 1 63,Anthony Stark (Earth-616)
"July 25, 1978",Avengers Vol 1 176,Anthony Stark (Earth-616)
"July 25, 1978",Iron Man Vol 1 115,Anthony Stark (Earth-616)
"July 25, 1978",Marvel Premiere Vol 1 44,Anthony Stark (Earth-616)
"August 15, 1978",Avengers Vol 1 177,Anthony Stark (Earth-616)
"August 22, 1978",Iron Man Vol 1 116,Anthony Stark (Earth-616)
"September 12, 1978",Captain America Vol 1 228,Anthony Stark (Earth-616)
"September 26, 1978",Iron Man Vol 1 117,Anthony Stark (Earth-616)
"October 3, 1978",Avengers Annual Vol 1 8,Anthony Stark (Earth-616)
"October 5, 1978",Iron Man Vol 1 118,Anthony Stark (Earth-616)
"October 17, 1978",Avengers Vol 1 179,Anthony Stark (Earth-616)
"October 17, 1978",Black Panther Vol 1 13,Anthony Stark (Earth-616)
"October 24, 1978",Fantastic Four Vol 1 202,Anthony Stark (Earth-616)
"November 14, 1978",Avengers Vol 1 180,Anthony Stark (Earth-616)
"November 21, 1978",Iron Man Vol 1 119,Anthony Stark (Earth-616)
"November 28, 1978",Spider-Woman Vol 1 12,Anthony Stark (Earth-616)
"December 12, 1978",Avengers Vol 1 181,Anthony Stark (Earth-616)
"December 12, 1978",Black Panther Vol 1 14,Anthony Stark (Earth-616)
"December 19, 1978",Iron Man Vol 1 120,Anthony Stark (Earth-616)
"January 16, 1979",Avengers Vol 1 182,Anthony Stark (Earth-616)
"January 23, 1979",Iron Man Vol 1 121,Anthony Stark (Earth-616)
"January 23, 1979",Marvel Premiere Vol 1 47,Anthony Stark (Earth-616)
"February 13, 1979",Avengers Vol 1 183,Anthony Stark (Earth-616)
"February 20, 1979",Iron Man Vol 1 122,Anthony Stark (Earth-616)
"March 13, 1979",Doctor Strange Vol 2 35,Anthony Stark (Earth-616)
"March 20, 1979",Avengers Vol 1 184,Anthony Stark (Earth-616)
"March 20, 1979",Godzilla Vol 1 23,Anthony Stark (Earth-616)
"March 27, 1979",Iron Man Vol 1 123,Anthony Stark (Earth-616)
"April 17, 1979",Avengers Vol 1 185,Anthony Stark (Earth-616)
"April 17, 1979",Godzilla Vol 1 24,Anthony Stark (Earth-616)
"May 22, 1979",Iron Man Vol 1 125,Anthony Stark (Earth-616)
"April 24, 1979",Iron Man Vol 1 124,Anthony Stark (Earth-616)
"November 20, 1979",X-Men Annual Vol 1 3,Anthony Stark (Earth-616)
"July 24, 1979",Avengers Annual Vol 1 9,Anthony Stark (Earth-616)
"June 26, 1979",Iron Man Vol 1 126,Anthony Stark (Earth-616)
"July 24, 1979",Iron Man Vol 1 127,Anthony Stark (Earth-616)
"August 21, 1979",Avengers Vol 1 189,Anthony Stark (Earth-616)
"September 18, 1979",Avengers Vol 1 190,Anthony Stark (Earth-616)
"August 28, 1979",Iron Man Vol 1 128,Anthony Stark (Earth-616)
"September 25, 1979",Iron Man Vol 1 129,Anthony Stark (Earth-616)
"October 16, 1979",Fantastic Four Annual Vol 1 14,Anthony Stark (Earth-616)
"October 16, 1979",Avengers Vol 1 191,Anthony Stark (Earth-616)
"October 23, 1979",Fantastic Four Vol 1 214,Anthony Stark (Earth-616)
"November 20, 1979",Avengers Vol 1 192,Anthony Stark (Earth-616)
"October 23, 1979",Iron Man Vol 1 130,Anthony Stark (Earth-616)
"November 27, 1979",Iron Man Vol 1 131,Anthony Stark (Earth-616)
"December 4, 1979",Daredevil Vol 1 163,Anthony Stark (Earth-616)
"December 11, 1979",Thor Vol 1 293,Anthony Stark (Earth-616)
"December 18, 1979",Avengers Vol 1 193,Anthony Stark (Earth-616)
"December 25, 1979",Iron Man Vol 1 132,Anthony Stark (Earth-616)
"January 15, 1980",Avengers Vol 1 194,Anthony Stark (Earth-616)
"January 22, 1980",Iron Man Vol 1 133,Anthony Stark (Earth-616)
"February 19, 1980",Avengers Vol 1 195,Anthony Stark (Earth-616)
"February 26, 1980",Iron Man Vol 1 134,Anthony Stark (Earth-616)
"March 18, 1980",Avengers Vol 1 196,Anthony Stark (Earth-616)
"March 25, 1980",Iron Man Vol 1 135,Anthony Stark (Earth-616)
"April 8, 1980",Savage She-Hulk Vol 1 6,Anthony Stark (Earth-616)
"April 15, 1980",Avengers Vol 1 197,Anthony Stark (Earth-616)
"April 22, 1980",Fantastic Four Vol 1 220,Anthony Stark (Earth-616)
"April 22, 1980",Iron Man Vol 1 136,Anthony Stark (Earth-616)
"May 6, 1980",Marvel Two-In-One Vol 1 66,Anthony Stark (Earth-616)
"May 20, 1980",Avengers Vol 1 198,Anthony Stark (Earth-616)
"May 27, 1980",Iron Man Vol 1 137,Anthony Stark (Earth-616)
"June 17, 1980",Avengers Vol 1 199,Anthony Stark (Earth-616)
"June 24, 1980",Defenders Vol 1 87,Anthony Stark (Earth-616)
"June 24, 1980",Iron Man Vol 1 138,Anthony Stark (Earth-616)
"July 8, 1980",Captain America Vol 1 250,Anthony Stark (Earth-616)
"July 15, 1980",Avengers Vol 1 200,Anthony Stark (Earth-616)
"July 22, 1980",Iron Man Vol 1 139,Anthony Stark (Earth-616)
"August 5, 1980",Marvel Two-In-One Vol 1 69,Anthony Stark (Earth-616)
"August 12, 1980",Captain America Vol 1 251,Anthony Stark (Earth-616)
"August 19, 1980",Avengers Vol 1 201,Anthony Stark (Earth-616)
"August 26, 1980",Iron Man Vol 1 140,Anthony Stark (Earth-616)
"September 16, 1980",Avengers Vol 1 202,Anthony Stark (Earth-616)
"September 23, 1980",Iron Man Vol 1 141,Anthony Stark (Earth-616)
"October 21, 1980",Avengers Vol 1 203,Anthony Stark (Earth-616)
"October 28, 1980",Iron Man Vol 1 142,Anthony Stark (Earth-616)
"November 18, 1980",Avengers Vol 1 204,Anthony Stark (Earth-616)
"November 25, 1980",Iron Man Vol 1 143,Anthony Stark (Earth-616)
"December 2, 1980",Dazzler Vol 1 1,Anthony Stark (Earth-616)
"December 16, 1980",Avengers Vol 1 205,Anthony Stark (Earth-616)
"December 23, 1980",Iron Man Vol 1 144,Anthony Stark (Earth-616)
"December 30, 1980",Dazzler Vol 1 2,Anthony Stark (Earth-616)
"January 6, 1981",Micronauts Vol 1 28,Anthony Stark (Earth-616)
"January 13, 1981",Avengers Vol 1 206,Anthony Stark (Earth-616)
"January 20, 1981",Iron Man Vol 1 145,Anthony Stark (Earth-616)
"February 3, 1981",Marvel Two-In-One Vol 1 75,Anthony Stark (Earth-616)
"February 17, 1981",Avengers Vol 1 207,Anthony Stark (Earth-616)
"February 24, 1981",Fantastic Four Vol 1 230,Anthony Stark (Earth-616)
"February 24, 1981",Iron Man Vol 1 146,Anthony Stark (Earth-616)
"March 17, 1981",Avengers Vol 1 208,Anthony Stark (Earth-616)
"April 21, 1981",Iron Man Vol 1 148,Anthony Stark (Earth-616)
"March 24, 1981",Iron Man Vol 1 147,Anthony Stark (Earth-616)
"May 12, 1981",Avengers Vol 1 210,Anthony Stark (Earth-616)
"May 19, 1981",Defenders Vol 1 98,Anthony Stark (Earth-616)
"May 19, 1981",Iron Man Vol 1 149,Anthony Stark (Earth-616)
"June 2, 1981",Captain America Vol 1 261,Anthony Stark (Earth-616)
"June 9, 1981",Avengers Vol 1 211,Anthony Stark (Earth-616)
"June 16, 1981",Defenders Vol 1 99,Anthony Stark (Earth-616)
"June 16, 1981",Iron Man Vol 1 150,Anthony Stark (Earth-616)
"July 7, 1981",Captain America Vol 1 262,Anthony Stark (Earth-616)
"July 14, 1981",Avengers Vol 1 212,Anthony Stark (Earth-616)
"July 14, 1981",Rom Vol 1 23,Anthony Stark (Earth-616)
"July 21, 1981",Iron Man Vol 1 151,Anthony Stark (Earth-616)
"July 21, 1981",Marvel Team-Up Vol 1 110,Anthony Stark (Earth-616)
"August 4, 1981",Avengers Annual Vol 1 10,Anthony Stark (Earth-616)
"August 11, 1981",Avengers Vol 1 213,Anthony Stark (Earth-616)
"August 18, 1981",Iron Man Vol 1 152,Anthony Stark (Earth-616)
"September 1, 1981",Thor Vol 1 314,Anthony Stark (Earth-616)
"September 8, 1981",Avengers Vol 1 214,Anthony Stark (Earth-616)
"September 15, 1981",Iron Man Vol 1 153,Anthony Stark (Earth-616)
"September 22, 1981",Thor Vol 1 315,Anthony Stark (Earth-616)
"October 13, 1981",Avengers Vol 1 215,Anthony Stark (Earth-616)
"October 20, 1981",Iron Man Vol 1 154,Anthony Stark (Earth-616)
"November 3, 1981",Thor Vol 1 316,Anthony Stark (Earth-616)
"November 17, 1981",Avengers Vol 1 216,Anthony Stark (Earth-616)
"November 17, 1981",Iron Man Vol 1 155,Anthony Stark (Earth-616)
"December 1, 1981",Captain America Vol 1 267,Anthony Stark (Earth-616)
"December 1, 1981",Thor Vol 1 317,Anthony Stark (Earth-616)
"December 8, 1981",Avengers Vol 1 217,Anthony Stark (Earth-616)
"December 15, 1981",Iron Man Vol 1 156,Anthony Stark (Earth-616)
"January 10, 1982",Death of Captain Marvel Vol 1 1,Anthony Stark (Earth-616)
"January 12, 1982",Avengers Vol 1 218,Anthony Stark (Earth-616)
"January 19, 1982",Iron Man Vol 1 157,Anthony Stark (Earth-616)
"February 9, 1982",Avengers Vol 1 219,Anthony Stark (Earth-616)
"February 16, 1982",Fantastic Four Vol 1 242,Anthony Stark (Earth-616)
"February 16, 1982",Iron Man Vol 1 158,Anthony Stark (Earth-616)
"March 9, 1982",Avengers Vol 1 220,Anthony Stark (Earth-616)
"March 9, 1982",Fantastic Four Vol 1 243,Anthony Stark (Earth-616)
"March 9, 1982",Marvel Super Hero Contest of Champions Vol 1 1,Anthony Stark (Earth-616)
"March 16, 1982",Iron Man Vol 1 159,Anthony Stark (Earth-616)
"March 30, 1982",Micronauts Vol 1 43,Anthony Stark (Earth-616)
"April 6, 1982",Avengers Vol 1 221,Anthony Stark (Earth-616)
"April 13, 1982",Fantastic Four Vol 1 244,Anthony Stark (Earth-616)
"April 6, 1982",Marvel Super Hero Contest of Champions Vol 1 2,Anthony Stark (Earth-616)
"April 13, 1982",Iron Man Vol 1 160,Anthony Stark (Earth-616)
"May 11, 1982",Avengers Vol 1 222,Anthony Stark (Earth-616)
"May 18, 1982",Iron Man Vol 1 161,Anthony Stark (Earth-616)
"May 18, 1982",Marvel Super Hero Contest of Champions Vol 1 3,Anthony Stark (Earth-616)
"June 8, 1982",Avengers Vol 1 223,Anthony Stark (Earth-616)
"June 8, 1982",Marvel Fanfare Vol 1 4,Anthony Stark (Earth-616)
"June 15, 1982",Iron Man Vol 1 162,Anthony Stark (Earth-616)
"June 22, 1982",Incredible Hulk Annual Vol 1 11,Anthony Stark (Earth-616)
"June 22, 1982",Marvel Two-In-One Annual Vol 1 7,Anthony Stark (Earth-616)
"June 22, 1982",Marvel Two-In-One Vol 1 92,Anthony Stark (Earth-616)
"July 6, 1982",Avengers Vol 1 224,Anthony Stark (Earth-616)
"July 13, 1982",Iron Man Vol 1 163,Anthony Stark (Earth-616)
"August 31, 1982",Amazing Spider-Man Annual Vol 1 16,Anthony Stark (Earth-616)
"August 31, 1982",Avengers Annual Vol 1 11,Anthony Stark (Earth-616)
"July 27, 1982",Dazzler Vol 1 21,Anthony Stark (Earth-616)
"August 3, 1982",Avengers Vol 1 225,Anthony Stark (Earth-616)
"August 10, 1982",Incredible Hulk Vol 1 277,Anthony Stark (Earth-616)
"August 17, 1982",Iron Man Vol 1 164,Anthony Stark (Earth-616)
"August 24, 1982",Iron Man Annual Vol 1 5,Anthony Stark (Earth-616)
"September 7, 1982",Avengers Vol 1 226,Anthony Stark (Earth-616)
"September 7, 1982",Incredible Hulk Vol 1 278,Anthony Stark (Earth-616)
"September 14, 1982",Iron Man Vol 1 165,Anthony Stark (Earth-616)
"October 5, 1982",Thor Vol 1 327,Anthony Stark (Earth-616)
"October 12, 1982",Avengers Vol 1 227,Anthony Stark (Earth-616)
"October 12, 1982",Incredible Hulk Vol 1 279,Anthony Stark (Earth-616)
"October 12, 1982",Vision and the Scarlet Witch Vol 1 3,Anthony Stark (Earth-616)
"October 19, 1982",Iron Man Vol 1 166,Anthony Stark (Earth-616)
"October 26, 1982",Marvel Two-In-One Vol 1 96,Anthony Stark (Earth-616)
"October 26, 1982",Team America Vol 1 9,Anthony Stark (Earth-616)
"November 9, 1982",Avengers Vol 1 228,Anthony Stark (Earth-616)
"November 16, 1982",Iron Man Vol 1 167,Anthony Stark (Earth-616)
"November 23, 1982",Marvel Two-In-One Vol 1 97,Anthony Stark (Earth-616)
"November 30, 1982",Captain America Vol 1 279,Anthony Stark (Earth-616)
"December 7, 1982",Incredible Hulk Vol 1 281,Anthony Stark (Earth-616)
"December 14, 1982",Iron Man Vol 1 168,Anthony Stark (Earth-616)
"January 11, 1983",Incredible Hulk Vol 1 282,Anthony Stark (Earth-616)
"January 18, 1983",Iron Man Vol 1 169,Anthony Stark (Earth-616)
"February 8, 1983",Incredible Hulk Vol 1 283,Anthony Stark (Earth-616)
"February 22, 1983",Daredevil Vol 1 195,Anthony Stark (Earth-616)
"February 15, 1983",Iron Man Vol 1 170,Anthony Stark (Earth-616)
"March 8, 1983",Avengers Vol 1 232,Anthony Stark (Earth-616)
"March 8, 1983",Incredible Hulk Vol 1 284,Anthony Stark (Earth-616)
"March 15, 1983",Iron Man Vol 1 171,Anthony Stark (Earth-616)
"April 12, 1983",Iron Man Vol 1 172,Anthony Stark (Earth-616)
"May 17, 1983",Iron Man Vol 1 173,Anthony Stark (Earth-616)
"June 14, 1983",Fantastic Four Vol 1 258,Anthony Stark (Earth-616)
"June 6, 1983",Marvel Fanfare Vol 1 10,Anthony Stark (Earth-616)
"July 19, 1983",Captain America Annual Vol 1 7,Anthony Stark (Earth-616)
"June 14, 1983",Iron Man Vol 1 174,Anthony Stark (Earth-616)
"August 16, 1983",Defenders Vol 1 125,Anthony Stark (Earth-616)
"August 16, 1983",Thor Annual Vol 1 11,Anthony Stark (Earth-616)
"August 16, 1983",Iron Man Vol 1 176,Anthony Stark (Earth-616)
"September 13, 1983",Iron Man Vol 1 177,Anthony Stark (Earth-616)
"October 18, 1983",Iron Man Vol 1 178,Anthony Stark (Earth-616)
"November 22, 1983",Daredevil Vol 1 204,Anthony Stark (Earth-616)
"December 13, 1983",Iron Man Vol 1 180,Anthony Stark (Earth-616)
